age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y,previously_contacted,days_since_previous_contact,age_band,balance_band,call_duration_seconds_post_call
37,admin.,married,secondary,no,1283,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,209
33,technician,single,secondary,no,1769,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,181
33,admin.,married,secondary,no,2,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,201
39,blue-collar,married,secondary,no,0,yes,yes,unknown,20,may,1,-1,0,unknown,no,no,,30_44,zero,40
35,blue-collar,single,primary,no,47,no,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,317
35,blue-collar,married,secondary,no,2054,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,447
34,services,single,secondary,no,8132,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,137
39,services,married,secondary,no,453,yes,yes,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,184
37,management,single,tertiary,no,427,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,121
42,management,married,secondary,no,2416,yes,no,unknown,20,may,4,-1,0,unknown,no,no,,30_44,1000_plus,138
40,blue-collar,married,secondary,no,877,yes,no,unknown,20,may,6,-1,0,unknown,no,no,,30_44,1_999,207
37,blue-collar,married,primary,no,398,yes,yes,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,309
37,blue-collar,married,primary,no,2240,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,214
36,technician,single,secondary,no,380,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,134
35,entrepreneur,married,secondary,no,1163,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,284
35,services,married,secondary,no,4170,yes,no,unknown,20,may,1,-1,0,unknown,yes,no,,30_44,1000_plus,1777
37,management,married,tertiary,no,5432,yes,yes,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,774
35,technician,divorced,secondary,yes,-52,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,negative,265
30,self-employed,single,secondary,no,4011,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,62
37,management,single,unknown,no,715,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,247
31,admin.,single,secondary,no,2144,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,89
56,entrepreneur,married,tertiary,no,8741,yes,no,unknown,20,may,3,-1,0,unknown,no,no,,45_59,1000_plus,318
37,blue-collar,married,secondary,no,362,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,277
33,blue-collar,married,primary,no,163,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,135
40,blue-collar,married,primary,no,-740,yes,no,unknown,20,may,3,-1,0,unknown,no,no,,30_44,negative,126
38,services,married,secondary,no,434,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,411
41,services,single,secondary,no,1629,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,85
38,blue-collar,married,secondary,no,-152,no,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,negative,100
36,technician,married,secondary,no,3763,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,83
31,technician,single,secondary,no,1,yes,no,unknown,20,may,3,-1,0,unknown,no,no,,30_44,1_999,71
31,technician,married,secondary,no,4,no,no,unknown,20,may,4,-1,0,unknown,no,no,,30_44,1_999,199
52,blue-collar,divorced,primary,no,0,yes,yes,unknown,20,may,1,-1,0,unknown,no,no,,45_59,zero,47
31,management,single,tertiary,no,2007,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,253
39,blue-collar,married,secondary,no,327,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,244
35,admin.,married,secondary,no,-130,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,negative,224
22,services,married,secondary,no,14,yes,yes,unknown,20,may,1,-1,0,unknown,no,no,,under_30,1_999,56
38,admin.,married,tertiary,no,4399,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,638
39,blue-collar,married,primary,no,780,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,311
34,services,single,tertiary,no,371,no,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,77
34,blue-collar,married,primary,no,161,yes,yes,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,177
36,blue-collar,divorced,secondary,no,221,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,189
32,blue-collar,single,secondary,no,706,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,152
33,management,single,primary,no,4897,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,151
33,services,married,secondary,no,7,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,217
36,admin.,married,secondary,no,2030,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,24
32,blue-collar,married,secondary,no,489,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,212
42,blue-collar,married,primary,no,1059,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,163
43,management,married,tertiary,no,-8,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,negative,473
35,self-employed,single,secondary,no,271,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,68
37,housemaid,single,secondary,no,2042,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,485
33,blue-collar,married,secondary,no,-53,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,negative,172
26,student,single,secondary,no,268,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,under_30,1_999,77
37,technician,single,tertiary,no,5122,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,396
33,services,married,secondary,no,403,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,274
40,admin.,married,tertiary,no,0,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,zero,88
36,technician,divorced,secondary,no,566,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,129
35,blue-collar,married,primary,no,356,yes,yes,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,474
36,blue-collar,married,unknown,no,722,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,268
39,admin.,divorced,secondary,no,-607,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,negative,374
60,management,married,tertiary,no,328,yes,no,unknown,20,may,5,-1,0,unknown,no,no,,60_plus,1_999,72
34,admin.,single,secondary,no,126,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,61
32,blue-collar,married,primary,no,206,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,205
33,management,single,tertiary,no,136,yes,yes,unknown,20,may,6,-1,0,unknown,no,no,,30_44,1_999,347
59,blue-collar,married,primary,no,14,yes,yes,unknown,20,may,1,-1,0,unknown,no,no,,45_59,1_999,355
35,management,single,secondary,no,5260,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,211
34,admin.,single,tertiary,no,458,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,211
42,management,married,tertiary,no,0,no,no,unknown,20,may,12,-1,0,unknown,no,no,,30_44,zero,66
38,entrepreneur,married,primary,no,666,yes,no,unknown,20,may,10,-1,0,unknown,no,no,,30_44,1_999,1452
33,services,married,unknown,no,89,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,341
32,blue-collar,single,primary,no,1660,no,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,14
30,blue-collar,married,secondary,no,673,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,610
34,management,single,tertiary,no,673,yes,yes,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,120
59,retired,married,secondary,no,-313,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,45_59,negative,407
32,admin.,married,secondary,no,0,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,zero,464
54,housemaid,married,secondary,no,167,yes,no,unknown,20,may,7,-1,0,unknown,no,no,,45_59,1_999,547
48,management,divorced,primary,no,432,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,45_59,1_999,152
36,blue-collar,married,primary,no,8135,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,522
29,services,single,secondary,no,0,yes,no,unknown,20,may,9,-1,0,unknown,no,no,,under_30,zero,227
39,blue-collar,single,secondary,no,4286,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,1376
54,services,divorced,unknown,no,2177,no,no,unknown,20,may,5,-1,0,unknown,no,no,,45_59,1000_plus,134
36,admin.,single,secondary,no,0,no,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,zero,37
33,technician,married,secondary,no,105,yes,yes,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,360
32,management,single,tertiary,no,1271,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,51
41,services,divorced,secondary,no,83,no,no,unknown,20,may,6,-1,0,unknown,no,no,,30_44,1_999,834
34,blue-collar,single,primary,no,709,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,106
34,services,married,secondary,no,-93,yes,yes,unknown,20,may,1,-1,0,unknown,no,no,,30_44,negative,194
53,housemaid,married,secondary,no,736,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,45_59,1_999,535
38,services,married,secondary,yes,-242,yes,yes,unknown,20,may,2,-1,0,unknown,no,no,,30_44,negative,236
33,blue-collar,married,secondary,no,3259,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,182
32,technician,married,secondary,no,11697,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,296
33,services,married,secondary,no,210,yes,yes,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,201
35,blue-collar,married,secondary,no,2688,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,281
34,management,married,tertiary,no,0,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,zero,150
37,entrepreneur,married,secondary,no,5064,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,79
38,unemployed,married,secondary,no,205,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,359
39,housemaid,married,tertiary,no,75,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,332
43,blue-collar,married,primary,no,0,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,zero,592
39,admin.,married,secondary,no,2019,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,166
38,blue-collar,married,primary,no,178,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,245
40,services,married,primary,no,3559,yes,no,unknown,20,may,8,-1,0,unknown,no,no,,30_44,1000_plus,138
38,self-employed,married,secondary,no,290,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,369
32,admin.,divorced,secondary,no,138,yes,yes,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,158
31,blue-collar,single,secondary,no,5607,no,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,261
32,blue-collar,married,primary,no,8291,no,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,131
37,blue-collar,single,primary,no,6969,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,412
30,management,single,tertiary,no,18,no,no,unknown,20,may,11,-1,0,unknown,no,no,,30_44,1_999,121
46,entrepreneur,married,secondary,no,583,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,45_59,1_999,137
36,housemaid,single,secondary,no,7171,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,216
34,blue-collar,married,primary,no,500,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,324
32,blue-collar,married,secondary,no,113,yes,yes,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,235
34,services,divorced,secondary,no,0,yes,yes,unknown,20,may,1,-1,0,unknown,no,no,,30_44,zero,203
33,blue-collar,married,primary,no,3512,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,697
37,entrepreneur,married,tertiary,no,4798,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,156
34,technician,single,secondary,no,85,yes,no,unknown,20,may,4,-1,0,unknown,yes,no,,30_44,1_999,1182
37,blue-collar,married,primary,no,660,yes,yes,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,170
31,services,married,tertiary,no,585,yes,yes,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,272
47,entrepreneur,married,secondary,no,136,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,45_59,1_999,132
36,management,single,secondary,no,360,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,271
31,unemployed,married,secondary,no,296,yes,no,unknown,20,may,3,-1,0,unknown,no,no,,30_44,1_999,378
33,blue-collar,married,secondary,no,0,yes,yes,unknown,20,may,1,-1,0,unknown,no,no,,30_44,zero,114
33,blue-collar,married,secondary,no,10,yes,yes,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,107
39,blue-collar,married,primary,no,451,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,383
37,blue-collar,divorced,secondary,no,614,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,185
34,technician,single,secondary,no,692,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,254
33,management,married,tertiary,no,148,no,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,717
31,blue-collar,single,primary,no,5058,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,157
33,admin.,married,secondary,no,1467,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,85
30,management,married,tertiary,no,859,yes,no,unknown,20,may,3,-1,0,unknown,no,no,,30_44,1_999,249
34,services,married,secondary,no,-508,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,negative,309
31,student,single,tertiary,no,410,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,112
36,entrepreneur,married,secondary,no,134,no,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,98
37,management,single,tertiary,no,23867,no,no,unknown,20,may,3,-1,0,unknown,no,no,,30_44,1000_plus,188
31,services,single,secondary,no,2038,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,148
39,admin.,married,secondary,no,-362,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,negative,145
34,management,married,tertiary,no,967,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,415
43,management,married,tertiary,no,1825,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,742
43,blue-collar,married,primary,yes,-635,yes,no,unknown,20,may,9,-1,0,unknown,no,no,,30_44,negative,37
34,blue-collar,married,secondary,no,1298,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,120
36,blue-collar,married,secondary,no,1797,yes,yes,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,185
55,admin.,married,unknown,no,1848,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,45_59,1000_plus,204
31,admin.,single,secondary,no,431,yes,yes,unknown,20,may,1,-1,0,unknown,yes,no,,30_44,1_999,1045
32,blue-collar,married,secondary,no,4996,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,205
31,blue-collar,married,secondary,no,213,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,74
31,blue-collar,married,primary,no,26,yes,no,unknown,20,may,26,-1,0,unknown,no,no,,30_44,1_999,51
33,management,single,secondary,no,0,no,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,zero,190
32,admin.,married,primary,no,1351,yes,no,unknown,20,may,3,-1,0,unknown,no,no,,30_44,1000_plus,325
44,technician,divorced,secondary,no,982,yes,no,unknown,20,may,3,-1,0,unknown,yes,no,,30_44,1_999,650
33,services,married,secondary,no,4963,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,148
39,services,married,secondary,no,1438,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,212
39,blue-collar,married,primary,no,1411,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,625
33,services,single,secondary,no,0,yes,no,unknown,20,may,3,-1,0,unknown,no,no,,30_44,zero,134
40,blue-collar,married,unknown,no,486,yes,no,unknown,20,may,8,-1,0,unknown,no,no,,30_44,1_999,97
34,technician,single,secondary,no,1183,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,438
39,management,married,tertiary,no,351,yes,no,unknown,20,may,3,-1,0,unknown,no,no,,30_44,1_999,999
32,blue-collar,married,secondary,no,2366,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,127
34,blue-collar,married,secondary,no,2700,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,446
59,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,4,-1,0,unknown,no,no,,45_59,zero,217
39,blue-collar,married,primary,no,622,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,169
34,services,married,secondary,yes,421,yes,no,unknown,20,may,3,-1,0,unknown,no,no,,30_44,1_999,247
36,services,single,secondary,no,774,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,140
35,blue-collar,married,secondary,no,67,no,no,unknown,20,may,6,-1,0,unknown,no,no,,30_44,1_999,60
39,technician,married,secondary,no,7313,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,99
57,housemaid,divorced,primary,no,231,yes,no,unknown,20,may,14,-1,0,unknown,no,no,,45_59,1_999,26
46,management,married,tertiary,no,477,yes,no,unknown,20,may,6,-1,0,unknown,no,no,,45_59,1_999,128
58,blue-collar,married,primary,no,99,yes,no,unknown,20,may,3,-1,0,unknown,no,no,,45_59,1_999,215
32,technician,married,secondary,no,908,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,64
34,admin.,single,secondary,no,1581,yes,yes,unknown,20,may,11,-1,0,unknown,no,no,,30_44,1000_plus,52
35,technician,single,tertiary,no,2012,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,413
36,technician,single,tertiary,no,162,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,216
40,management,married,tertiary,no,917,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1_999,292
44,services,married,secondary,no,1422,yes,no,unknown,20,may,8,-1,0,unknown,no,no,,30_44,1000_plus,129
31,blue-collar,married,secondary,no,1787,yes,no,unknown,20,may,4,-1,0,unknown,no,no,,30_44,1000_plus,201
55,self-employed,married,secondary,no,-196,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,45_59,negative,210
35,technician,married,secondary,no,1387,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,114
31,unemployed,married,primary,no,-63,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,negative,657
35,management,single,tertiary,no,1423,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,88
36,admin.,married,tertiary,no,3127,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,147
36,technician,single,secondary,no,5436,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,443
30,management,single,tertiary,no,1724,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,1000_plus,73
31,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,1,-1,0,unknown,no,no,,30_44,zero,134
41,services,married,secondary,no,804,yes,no,unknown,20,may,8,-1,0,unknown,no,no,,30_44,1_999,127
36,blue-collar,married,primary,no,408,yes,yes,unknown,20,may,2,-1,0,unknown,yes,no,,30_44,1_999,1063
59,entrepreneur,married,tertiary,no,705,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,45_59,1_999,446
36,management,single,tertiary,no,1373,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,144
32,technician,married,unknown,no,196,yes,no,unknown,20,may,6,-1,0,unknown,no,no,,30_44,1_999,196
39,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,zero,165
38,technician,divorced,secondary,no,273,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,314
40,self-employed,married,secondary,no,311,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,723
39,technician,single,secondary,no,1022,yes,no,unknown,20,may,2,-1,0,unknown,yes,no,,30_44,1000_plus,1410
30,services,single,secondary,no,862,yes,yes,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,550
38,services,married,secondary,no,173,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,130
32,services,married,secondary,no,204,yes,yes,unknown,20,may,3,-1,0,unknown,no,no,,30_44,1_999,307
37,blue-collar,married,secondary,no,32,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,146
31,management,married,tertiary,no,4761,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,239
44,blue-collar,married,secondary,no,1081,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,304
45,blue-collar,married,primary,no,4170,yes,yes,unknown,20,may,3,-1,0,unknown,no,no,,45_59,1000_plus,114
36,blue-collar,single,secondary,no,3111,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,445
27,blue-collar,single,unknown,no,89,yes,no,unknown,20,may,5,-1,0,unknown,no,no,,under_30,1_999,139
27,blue-collar,single,secondary,no,317,yes,no,unknown,20,may,10,-1,0,unknown,no,no,,under_30,1_999,16
48,blue-collar,married,secondary,no,5058,no,no,unknown,20,may,4,-1,0,unknown,no,no,,45_59,1000_plus,169
41,blue-collar,married,secondary,no,2852,yes,no,unknown,20,may,3,-1,0,unknown,no,no,,30_44,1000_plus,125
36,blue-collar,single,secondary,no,2390,yes,no,unknown,20,may,12,-1,0,unknown,no,no,,30_44,1000_plus,446
32,management,single,tertiary,no,1131,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,267
31,admin.,divorced,secondary,no,1352,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,6
43,retired,married,secondary,no,520,yes,no,unknown,20,may,13,-1,0,unknown,no,no,,30_44,1_999,15
33,management,married,tertiary,no,876,no,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,1287
31,blue-collar,married,primary,no,855,yes,yes,unknown,20,may,4,-1,0,unknown,no,no,,30_44,1_999,172
35,management,single,secondary,yes,-202,yes,no,unknown,20,may,3,-1,0,unknown,no,no,,30_44,negative,268
27,admin.,single,secondary,no,-215,yes,no,unknown,20,may,3,-1,0,unknown,no,no,,under_30,negative,89
32,services,divorced,tertiary,no,376,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,102
58,blue-collar,married,primary,no,23,yes,no,unknown,20,may,6,-1,0,unknown,no,no,,45_59,1_999,91
40,blue-collar,married,unknown,no,222,yes,no,unknown,20,may,8,-1,0,unknown,no,no,,30_44,1_999,465
36,blue-collar,married,secondary,no,362,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,274
39,technician,married,tertiary,no,602,yes,no,unknown,20,may,7,-1,0,unknown,no,no,,30_44,1_999,191
37,blue-collar,married,secondary,no,426,yes,no,unknown,20,may,3,-1,0,unknown,no,no,,30_44,1_999,300
30,blue-collar,married,secondary,no,5143,yes,yes,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,236
32,blue-collar,married,primary,no,80,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,614
52,services,married,secondary,no,0,yes,no,unknown,20,may,5,-1,0,unknown,no,no,,45_59,zero,363
32,blue-collar,married,primary,no,7406,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,418
33,unemployed,divorced,secondary,no,1005,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,229
39,blue-collar,divorced,secondary,no,226,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,221
39,management,single,secondary,no,247,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,130
34,management,single,tertiary,no,1040,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,96
29,services,married,secondary,no,68,no,no,unknown,20,may,3,-1,0,unknown,no,no,,under_30,1_999,119
36,services,married,secondary,no,183,yes,no,unknown,20,may,3,-1,0,unknown,no,no,,30_44,1_999,103
35,blue-collar,married,unknown,no,4822,yes,no,unknown,20,may,2,-1,0,unknown,yes,no,,30_44,1000_plus,843
49,technician,single,secondary,no,0,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,45_59,zero,484
31,blue-collar,single,primary,no,1097,yes,no,unknown,20,may,3,-1,0,unknown,no,no,,30_44,1000_plus,485
39,services,married,secondary,no,5731,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,175
32,technician,married,secondary,no,3067,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,138
35,blue-collar,single,secondary,no,275,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,243
38,blue-collar,married,secondary,no,526,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,919
34,blue-collar,married,secondary,no,1831,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,203
35,blue-collar,married,secondary,no,514,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,247
34,admin.,married,secondary,no,50,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,89
34,technician,married,tertiary,no,0,yes,no,unknown,20,may,12,-1,0,unknown,no,no,,30_44,zero,185
27,technician,single,secondary,no,8,yes,no,unknown,20,may,3,-1,0,unknown,no,no,,under_30,1_999,777
30,services,single,secondary,no,432,yes,no,unknown,20,may,3,-1,0,unknown,no,no,,30_44,1_999,340
32,blue-collar,married,secondary,no,2561,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,135
30,technician,single,secondary,no,659,yes,no,unknown,20,may,3,-1,0,unknown,no,no,,30_44,1_999,241
38,blue-collar,married,primary,no,0,yes,yes,unknown,20,may,2,-1,0,unknown,no,no,,30_44,zero,165
31,blue-collar,married,secondary,no,897,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1_999,26
23,student,single,secondary,no,-116,yes,no,unknown,20,may,6,-1,0,unknown,no,no,,under_30,negative,109
30,unemployed,married,secondary,no,142,yes,no,unknown,20,may,4,-1,0,unknown,no,no,,30_44,1_999,350
56,services,married,secondary,no,530,yes,no,unknown,20,may,7,-1,0,unknown,no,no,,45_59,1_999,51
32,blue-collar,married,secondary,no,3514,yes,no,unknown,20,may,2,-1,0,unknown,no,no,,30_44,1000_plus,226
